Routing Number,Name,City,State
071109891,FIRST STATE BANK OF BLOOMINGTON,BLOOMINGTON,IL
071110000,VERMILION VALLEY BANK,PIPER CITY,IL
071110042,BANKORION,ORION,IL
071110149,MORTON COMMUNITY BANK,MORTON,IL
071110262,ANDERSON STATE BANK,ONEIDA,IL
071110369,PHILO EXCHANGE BANK,PHILO,IL
071110424,TABLE GROVE STATE BANK,TABLE GROVE,IL
071110521,1ST NAT'L OF ARENZVILLE,ARENZVILLE,IL
071110550,FARMERS-MERCHANTS BANK OF ILLINOIS,JOY,IL
071110819,LONGVIEW BANK,SIDNEY,IL
071110929,PEOPLES NATL BANK-KEWANEE,KEWANEE,IL
071111313,PHILO EXCHANGE BANK,PHILO,IL
071111339,FARMERS STATE BANK OF WESTERN ILL,ALPHA,IL
071111371,ANCHOR ST BK,ANCHOR,IL
071111407,THE GERBER STATE BK,ARGENTA,IL
071111481,ALLIANCE COMMUNITY BANK,ATHENS,IL
071111863,CBI BANK & TRUST,MUSCATINE,IA
071111957,BUCKLEY STATE BK,BUCKLEY,IL
071111986,FORTRESS BANK,LA HARPE,IL
071112037,CAMP GROVE ST BK,CAMP GROVE,IL
071112040,CAMPUS STATE BANK,CAMPUS,IL
071112066,HEARTLAND BANK AND TRUST CO,BLOOMINGTON,IL
071112105,CATLIN BANK,CATLIN,IL
071112176,STATE BANK OF CHERRY,CHERRY,IL
071112202,BANK OF CHESTNUT,CHESTNUT,IL
071112260,THE FREDERICK COMMUNITY BANK,CISSNA PARK,IL
071112354,PEOPLES STATE BANK COLFAX,COLFAX,IL
071112480,FIRST TRUST BANK OF ILLINOIS,BOURBONNAIS,IL
071112503,STATE BANK OF DAVIS,DAVIS,IL
071112561,DEWEY STATE BK,DEWEY,IL
071112668,BETTER BANKS,PEORIA,IL
071112804,FARMERS STATE BANK ELMWOOD,ELMWOOD,IL
071112817,FARMERS STATE BANK,EMDEN,IL
071112901,FAIRVIEW STATE BANKING CO,FAIRVIEW,IL
071113049,1ST STATE BK-FORREST,FORREST,IL
071113162,GERMAN AMERICAN STATE BANK,GERMAN VALLEY,IL
071113175,THE GIFFORD STATE BANK,GIFFORD,IL
071113188,BETTER BANKS,PEORIA,IL
071113298,THE GRANVILLE NATL BK,GRANVILLE,IL
071113434,HARTSBURG ST BNK,HARTSBURG,IL
071113476,NORTH CENTRAL BANK,HENNEPIN,IL
071113719,STATE BK OF INDUSTRY,INDUSTRY,IL
071113748,IPAVA STATE BK,IPAVA,IL
071113751,IROQUOIS FARMERS STATE BK,IROQUOIS,IL
071113793,STATE BANK OF BEMENT,BEMENT,IL
071113984,1ST NATL BK LACON,LACON,IL
071114080,MIDDLETOWN STATE BK,LATHAN,IL
071114093,BANK OF FARMINGTON,FARMINGTON,IL
071114255,LONGVIEW BANK,SIDNEY,IL
071114491,FIRST STATE BANK,MENDOTH,IL
071114763,PRAIRIE STATE BANK AND TRUST,MOUNT ZION,IL
071114938,SCOTT STATE BANK,BETHANY,IL
071115322,TOWN & COUNTRY BANK,SPRINGFIELD,IL
071115416,RARITAN STATE BK,RARITAN,IL
071115526,AMERICAN BANK OF MISSOURI,WRIGHT CITY,MO
071115665,STATE BANK OF GRAYMONT,GRAYMONT,IL
071115720,ILLINOIS BANK & TRUST ADO HTLF BANK,DUBUQUE,IA
071115801,FIRST STATE BANK SHANNON-POLO,POLO,IL
071115953,MIDAMERICA NATIONAL BANK,CANTON,IL
071115966,MORTON COMMUNITY BANK,MORTON,IL
071115995,SPRING VALLEY CITY BK,SPRING VALLEY,IL
071116224,SAVANNA-THOMSON STATE BANK,SAVANNA,IL
071116295,MORTON COMMUNITY BANK,MORTON,IL
071116376,HICKORY POINT BANK & TRUST FSB,DECATUR,IL
071116677,WILLIAMSVILLE STATE BANK,WILLIAMSVILLE,IL
071116813,BANK OF YATES CITY,YATES CITY,IL
071117184,TOWN & COUNTRY BANK,SPRINGFIELD,IL
071117760,FIRST NATIONAL BANK OF PANA,PANA,IL
071118222,STATE BANK OF GRAYMONT,GRAYMONT,IL
071118264,FLANAGAN STATE BANK,EL PASO,IL
071118471,FARMERS-MERCHANTS NATIONAL BANK OF I,JOY,IL
071118659,GOODFIELD STATE BANK,GOODFIELD,IL
071118798,COMMUNITY BANK,ORANGEVILLE,IL
071119234,MIDDLETOWN STATE BANK,LATHAM,IL
071119289,BANK OF RANTOUL,RANTOUL,IL
071119506,BANK OF PONTIAC,PONTIAC,IL
071119519,AYARS BK-A FACILITY OF FNB NOKOMIS,MOWEAQUA,IL
071119522,MORTON COMMUNTIY BANK,MORTON,IL
071119807,VILLA GROVE STATE BANK,VILLA GROVE,IL
071119865,UNITED COMMUNITY BANK,AUBURN,IL
071119975,1ST STATE BANK OF VAN ORIN,VAN ORIN,IL
071120207,BETTER BANKS,PEORIA,IL
071120320,CENTRAL STATE BANK,MUSCATINE,IA
071120647,SOLUTIONS BANK,FORRESTON,IL
071121471,FIFTH THIRD BANK,CINCINNATI,OH
071121594,HEARTLAND BANK AND TRUST CO,BLOOMINGTON,IL
071121604,UNITED COMMUNITY BK CHATHAM,AUBURN,IL
071121620,MILLEDGEVILLE STATE BANK,MILLEDGEVILLE,IL
071121727,BETTER BANKS,PEORIA,IL
071121772,MASON CITY NATL BK,MASON CITY,IL
071121808,FIRST STATE BANK OF FORREST,FORREST,IL
071121963,FIRST STATE BANK,MONTICELLO,IL
071121992,STATE BK-PEARL CITY,PEARL CITY,IL
071122030,BANK OF STRONGHURST,STRONGHURST,IL
071122056,PRINCEVILLE STATE BANK,PRINCEVILLE,IL
071122205,VERMONT STATE BK,VERMONT,IL
071122247,APPLE RIVER STATE BK,GALENA,IL
071122263,BANK OF PONTIAC,PONTIAC,IL
071122276,WASHINGTON STATE BANK,WASHINGTON,IL
071122467,MIDLAND STATES BANK,EFFINGHAM,IL
071122535,PEOPLES BANK & TRUST,PANA,IL
071122616,FISHER NATIONAL BANK,FISHER,IL
071122645,FIRST MID BANK & TRUST  NA,MATTOON,IL
071122661,REGIONS BANK,BIRMINGHAM,AL
071122687,1ST NATL BK IN TAYLORVILLE,TAYLORVILLE,IL
071122713,SOUTHERN TRUST BANK,MARION,IL
071122933,CIBM BANK,CHAMPIGN,IL
071123123,BLACKHAWK BANK & TRUST,MILAN,IL
071123149,SENB BANK,MOLINE,IL
071123204,MORTON COMMUNITY BANK,MORTON,IL
071123262,TOWN & COUNTRY BK SPRINGFIELD,SPRINGFIELD,IL
071123385,FIRST FINANCIAL BANK,CINCINNATI,OH
071123398,COMMUNITY BANK OF EASTON,EASTON,IL
071123518,CITIZENS BANK OF EDINBURG,EDINBURG,IL
071123990,FIRST STATE BANK OF FORREST,FORREST,IL
071124339,COMMUNITY ST BK ROCK FALLS,MORRISON,IL
071124371,1ST STATE BANK OF BLOOMINGTON,BLOOMINGTON,IL
071124614,BANK CHAMPAIGN,CHAMPAIGN,IL
071124669,ALLIANCE COMMUNITY BANK,ATHENS,IL
071124805,HICKORY POINT BANK AND TRUST,DECATUR,IL
071124821,BANK OF GIBSON CITY,GIBSON CITY,IL
071124902,MIDWEST BANK,ANDALUSIA,IL
071124931,COMMUNITY STATE BK GALVA,GALVA,IL
071125891,SAUK VALLEY BANK,STERLING,IL
071125914,STATE BANK,ROCKFORD,IL
071125943,PREFERRED BANK,CASEY,IL
071126269,GREAT SOUTHERN BANK,SPRINGFIELD,MO
071126489,FORTRESS BANK,LA HARPE,IL
071126531,UNITED COMMUNITY BANK,AUDURN,IL
071126609,TOWN & COUNTRY BANK OF SPRINGFIELD,SPRINGFIELD,IL
071126706,BANKCHAMPAIGN NA,CHAMPAIGN,IL
071126764,PEOPLES BANK & TRUST,PANA,IL
071126955,WASHINGTON SAVINGS BANK,EFFINGHAM,IL
071127022,HEARTLAND BANK & TRUST COMPANY,BLOOMINGTON,IL
071127035,STATE BANK OF BEMENT,BEMENT,IL
071127239,VERMONT STATE BANK,VERMONT,IL
071127268,FIRST NATIONAL BANK & TRUST,CLINTON,IL
071174431,US BANK  NA,ST. PAUL,MN
071174512,AXOS BANK,SAN DIEGO,CA
071174570,IROQUOIS FEDERAL SAVINGS AND LOAN,WATSEKA,IL
071193331,DHCU COMMUNITY CREDIT UNION,MOLINE,IL
071200538,KEY BANK,ALBANY,NY
071201320,HORIZON BK  AN INDIANA BANK,MICHIGAN CITY,IN
071201647,PNC BANK  NA,CLEVELAND,OH
071205850,FIRST MERCHANTS BANK,DALEVILLE,IN
071208297,FIRST STATE BK MIDDLEBURY,MIDDLEBURY,IN
071211734,1ST ST BANK PORTER,PORTER,IN
071212128,1ST SOURCE BANK,SOUTH BEND,IN
071214126,FIFTH THIRD BANK,CINCINNATI,OH
071214333,HUNTINGTON NATIONAL BANK,COLUMBUS,OH
071214472,FIRST STATE BANK OF MIDDLEBURY,MIDDLEBURY,IN
071214579,BANK OF AMERICA,HENRICO,VA
071900456,BMO HARRIS BANK N.A.,NAPERVILLE,IL
071900595,BMO HARRIS BANK N.A.,NAPERVILLE,IL
071900663,OLD NATIONAL BANK,EVANSVILLE,IN
071900760,OLD SECOND NATL BK AURORA,AURORA,IL
071900786,BANCO POPULAR NORTH AMERICA,ROSEMONT,IL
071900799,FIFTH THIRD BANK,CINCINNATI,OH
071900825,BMO HARRIS BANK N.A.,NAPERVILLE,IL
071900883,OLD NATIONAL BANK,EVANSVILLE,IN
071900993,UNION NATIONAL BANK,ELGIN,IL
071901604,OLD NATIONAL BANK,EVANSVILLE,IN
071901837,MIDLAND STATES BANK,EFFINGHAM,IL
071901947,FIRST AMERICAN BANK,ELK GROVE VILLAGE,IL
071902030,HOMETOWN NATIONAL BANK,LA SALLE,IL
071902043,LASALLE ST BANK,LASALLE,IL
071902399,AMERICAN COMMERCIAL BANK & TRUST  NA,OTTAWA,IL
071902629,FIRST NATIONAL BANK OF OMAHA,OMAHA,NE
071902797,BMO HARRIS BANK N.A.,NAPERVILLE,IL
071902878,CENTIER BANK,MERRILLVILLE,IN
071903055,MIDLAND STATES BANK,EFFINGHAM,IL
071903110,HANMI BANK,LOS ANGELES,CA
071903123,FIFTH THIRD BANK,CINCINNATI,OH
071903136,BMO HARRIS BANK N.A.,NAPERVILLE,IL
071903929,FNBC BANK & TRUST,WEST CHICAGO,IL
071904290,GRUNDY BANK,MORRIS,IL
071904355,BMO HARRIS BANK N.A.,NAPERVILLE,IL
071904371,BMO HARRIS BANK N.A.,NAPERVILLE,IL
071904478,BMO HARRIS BANK N.A.,NAPERVILLE,IL
071904517,OLD NATIONAL BANK,EVANSVILLE,IN
071904627,BMO HARRIS BANK N.A.,CHICAGO,IL
071904779,US BANK NA,ST. PAUL,MN
071904889,NORTHERN TRUST/LAKE FOREST,LAKE FOREST,IL
071905040,BMO HARRIS BANK N.A.,NAPERVILLE,IL
071905082,HARVARD STATE BANK,HARVARD,IL
071905095,FIRST NATIONAL BANK OF OMAHA,OMAHA,NE
071905309,CENTRAL BANK ILLINOIS,GENESEO,IL
071905613,FIRST NATIONAL BANK OF OMAHA,OMAHA,NE
071905817,THE STATE BANK OF GENEVA,GENEVA,IL
071905846,BMO HARRIS BANK N.A.,NAPERVILLE,IL
071905930,REPUBLIC BK OF CHICAGO,OAK BROOK,IL
071905943,FNBC BANK & TRUST,WEST CHICAGO,IL
071905985,FIFTH THIRD BANK,CINCINNATI,OH
071906573,BMO HARRIS BANK N.A.,NAPERVILLE,IL
071906641,FIFTH THIRD BANK,CINCINNATI,OH
071908021,BMO HARRIS BANK N.A.,NAPERVILLE,IL
071908144,CIBC BANK USA,CHICAGO,IL
071908160,PARKWAY BANK & TRUST,HARWOOD HEIGHTS,IL
071908490,HEARTLAND BANK & TRUST COMPANY,BLOOMINGTON,IL
071908827,OLD NATIONAL BANK,EVANSVILLE,IN
071908869,BMO HARRIS BANK N.A.,NAPERVILLE,IL
071908908,BYRON BANK,BYRON,IL
071909046,BLACKHAWK BANK,BELOIT,WI
071909062,FIFTH THIRD BANK,CINCINNATI,OH
071909091,MERCHANTS AND MANUFACTURERS BANK,CHANNAHON,IL
071909198,BMO HARRIS BANK N.A.,NAPERVILLE,IL
071909211,FIFTH THIRD BANK,CINCINNATI,OH
071909240,FIFTH THIRD BANK,CINCINNATI,OH
071909253,FIFTH THIRD BANK,CINCINNATI,OH
071909305,HANMI BANK,LOS ANGELES,CA
071909363,OLD NATIONAL BANK,EVANSVILLE,IN
071909871,STATE BANK OF THE LAKES  NA,ANTIOCH,IL
071910187,OLD SECOND NATL BK AURORA,AURORA,IL
071910721,ST BK HERSCHER,HERSCHER,IL
071910776,1ST NATL MANHATTAN,MANHATTAN,IL
071911270,GREENSTATE CREDIT UNION,NORTH LIBERTY,IA
071911296,ALGONQUIN STATE BANK N A,ALGONQUIN,IL
071911364,THE FIRST NATIONAL BANK IN AMBOY,AMBOY,IL
071911416,BMO HARRIS BANK N.A.,NAPERVILLE,IL
071911584,BMO HARRIS BANK N.A.,NAPERVILLE,IL
071911652,FIRST COMMUNITY BANK & TRUST,BEECHER,IL
071911704,HORIZON BK  AN INDIANA BANK,MICHIGAN,IN
071911788,OLD NATIONAL BANK,EVANSVILLE,IN
071912813,BMO HARRIS BANK N.A.,NAPERVILLE,IL
071913058,SOLUTIONS BANK,FORRESTON,IL
071913087,THE FIRST NATIONAL BANK IN AMBOY,AMBOY,IL
071913278,GRAND RIDGE NATIONAL BANK,WHEATON,IL
071913566,HOLCOMB BANK,HOLCOMB,IL
071913650,BMO HARRIS BANK N.A.,NAPERVILLE,IL
071913731,FIRST FINANCIAL BANK,CINCINNATI,OH
071914138,LEMONT NATIONAL BANK AND TRUST CO.,LEMONT,IL
071914358,RESOURCE BANK N A,DEKALB,IL
071915218,PIONEER STATE BANK,PAW PAW,IL
071915580,BMO HARRIS BANK N.A,NAPERVILLE,IL
071916042,STILLMAN BANCCORP NA,STILLMAN VALLEY,IL
071916123,PIONEER STATE BANK,PAW PAW,IL
071916408,FIFTH THIRD BANK,CINCINNATI,OH
071916482,WATERMAN BANK,WATERMAN,IL
071916550,FIRST STATE BANK,MENDOTA,IL
071916822,OLD SECOND NATL BK AURORA,AURORA,IL
071917232,FIFTH THIRD BANK,CINCINNATI,OH
071917326,OLD NATIONAL BANK,EVANSVILLE,IN
071918150,BMO HARRIS BANK N.A.,NAPERVILLE,IL
071918286,FIRST NATIONAL BANK OF OMAHA,OMAHA,NE
071918309,BMO HARRIS BANK N.A.,NAPERVILLE,IL
071918383,ILLINI STATE BANK,TONICA,IL
071918545,BANCO POPULAR,NEW YORK,NY
071918561,MESA,EFFINGHAM,IL
071918765,HOME STATE BANK NATL ASSOC,CRYSTAL LAKE,IL
071919117,OLD NATIONAL BANK,EVANSVILLE,IN
071919463,BMO HARRIS BANK N.A.,NAPERVILLE,IL
071920135,MIDLAND STATES BANK,EFFINGHAM,IL
071920164,MARQUETTE BANK,ORLAND PARK,IL
071920300,BUSEY BANK,CHAMPAIGN,IL
071920559,US BANK,ST PAUL,MN
071920656,BMO HARRIS BANK N.A.,NAPERVILLE,IL
071920889,CENTIER BANK,MERRILLVILLE,IN
071920957,FIFTH THIRD BANK,CINCINNATI,OH
071920960,HEARTLAND BANK & TRUST COMPANY,BLOOMINGTON,IL
071921176,BMO HARRIS BANK N.A.,NAPERVILLE,IL
071921244,FIFTH THIRD BANK,CINCINNATI,OH
071921396,BMO HARRIS BANK N.A.,NAPERVILLE,IL
071921529,PIONEER STATE BANK,PAW PAW,IL
071921532,FIRST STATE BANK,MENDOTA,IL
071921668,FOREST PARK NATIONAL BK & TR COMPANY,FOREST PARK,IL
071921697,BMO HARRIS BANK N.A.,NAPERVILLE,IL
071921794,BMO HARRIS BANK N.A.,NAPERVILLE,IL
071921891,PNC BANK  NA,CLEVELAND,OH
071921956,MARSEILLES BANK NA,MARSEILLES,IL
071921985,1ST SECUR TR & SVG BK,ELMWOOD PARK,IL
071922010,MIDLAND STATES BANK,EFFINGHAM,IL
071922094,SOLUTIONS BANK,FORRESTON,IL
071922175,ITASCA BANK AND TRUST CO,ITASCA,IL
071922227,BMO HARRIS BANK N.A.,NAPERVILLE,IL
071922256,BYLINE BANK,CHICAGO,IL
071922298,FIFTH THIRD BANK,CINCINNATI,OH
071922337,NATIONAL BANK OF ST ANNE,ST ANNE,IL
071922340,FIFTH THIRD BANK,CINCINNATI,OH
071922366,OLD NATIONAL BANK,EVANSVILLE,IN
071922379,OLD NATIONAL BANK,EVANSVILLE,IN
071922421,FIFTH THIRD BANK,CINCINNATI,OH
071922476,FIFTH THIRD BANK,CINCINNATI,OH
071922557,REPUBLIC BANK OF CHICAGO,OAK BROOK,IL
071922609,FIRST BANK CHICAGO,HIGHLAND PARK,IL
071922638,BANKFINANCIAL  NATIONAL ASSOCIATION,ORLAND PARK,IL
071922670,OLD NATIONAL BANK,EVANSVILLE,IN
071922696,BMO HARRIS BANK N.A.,NAPERVILLE,IL
071922764,SOLUTIONS BANK,FORRESTON,IL
071922777,1ST AMER BK,ELK GROVE,IL
071922874,BYLINE BANK,CHICAGO,IL
071922887,OLD 2ND NATL BK AURORA,AURORA,IL
071922968,BMO HARRIS BANK N.A.,NAPERVILLE,IL
071922984,BYLINE BANK,CHICAGO,IL
071923035,COM BANK OF UTICA/A PART/LASALLE BK,LASALLE,IL
071923048,FIRST AMERICAN BANK,ELK GROVE VILLAGE,IL
071923190,FIFTH THIRD BANK,CINCINNATI,OH
071923213,CIBC BANK USA,CHICAGO,IL
071923226,JPMORGAN CHASE BANK  NA,TAMPA,FL
071923255,FIFTH THIRD BANK,CINCINNATI,OH
071923284,BANK OF AMERICA  N.A.,RICHMOND,VA
071923307,MIDLAND STATES BANK,EFFINGHAM,IL
071923310,FIFTH THIRD BANK,CINCINNATI,OH
071923323,FIFTH THIRD BANK,CINCINNATI,OH
071923336,FIRST BANK AND TRUST COMPANY OF IL,PALATINE,IL
071923349,OLD SECOND NATIONAL BANK,AURORA,IL
071923352,FIRST NATL BANK BROOKFIELD,BROOKFIELD,IL
071923378,OLD NATIONAL BANK,EVANSVILLE,IN
071923404,PEOPLES BANK OF KANKAKEE COUNTY,KANKAKEE,IL
071923543,BMO HARRIS BANK N.A.,NAPERVILLE,IL
071923569,OLD NATIONAL BANK,EVANSVILLE,IN
071923666,BYLINE BANK,CHICAGO,IL
071923695,BMO HARRIS BANK N.A.,CHICAGO,IL
071923747,BMO HARRIS BANK N.A.,NAPERVILLE,IL
071923815,BANK OF MONTGOMERY,MONTGOMERY,IL
071923828,NORTHERN TRUST BANK/DUPAGE,CHICAGO,IL
071923857,NORTHWEST BANK OF ROCKFORD,ROCKFORD,IL
071923909,FIFTH THIRD BANK,CINCINNATI,OH
071923954,BANKFINANCIAL  NATIONAL ASSOCIATION,ORLAND,IL
071924005,BMO HARRIS BANK N.A.,NAPERVILLE,IL
071924063,HEARTLAND BANK & TRUST COMPANY,BLOOMINGTON,IL
071924089,BMO HARRIS BANK N.A.,NAPERVILLE,IL
071924131,HERITAGE BANK OF SCHAUMBURG,SCHAUMBURG,IL
071924160,BANK OF BOURBONNAIS,BOURBONNAIS,IL
071924241,PAN AMERICAN BANK,MELROSE PARK,IL
071924306,FIRST NATIONS BANK,CHICAGO,IL
071924319,BANCO POPULAR,NEW YORK,NY
071924458,BANCO POPULAR,NEW YORK,NY
071924584,FIRST NATIONAL BANK OF OMAHA,OMAHA,NE
071924652,INLAND BANK AND TRUST,OAK BROOK,IL
071924681,FIRST SECURE BANK AND TRUST CO,PALOS HILLS,IL
071924775,HEARTLAND BANK & TRUST CO,BLOOMINGTON,IL
071924872,WONDER LAKE STATE BANK,WONDER LAKE,IL
071924898,BMO HARRIS BANK N.A.,NAPERVILLE,IL
071924979,MUNICIPAL TRUST & SVG BANK,BOURBONNAIS,IL
071925017,FIRST EAGLE BANK,HANOVER PARK,IL
071925033,INLAND BANK & TRUST,OAK BROOK,IL
071925046,FIFTH THIRD BANK,CINCINNATI,OH
071925062,BMO HARRIS BANK N.A.,NAPERVILLE,IL
071925130,FIFTH THIRD BANK,CINCINNATI,OH
071925156,FIFTH THIRD BANK,CINCINNATI,OH
071925169,FIFTH THIRD BANK,CINCINNATI,OH
071925172,OLD NATIONAL BANK,EVANSVILLE,IN
071925224,BMO HARRIS BANK N.A.,NAPERVILLE,IL
071925240,ASSOCIATED BANK GREEN BAY,GREEN BAY,WI
071925334,LAKE FOREST BANK & TR CO,LAKE FOREST,IL
071925350,FIFTH THIRD BANK,CINCINNATI,OH
071925376,COMMUNITY BANK OF ELMHURST,ELMHURST,IL
071925389,WHEATON BANK & TRUST  NA,WHEATON,IL
071925402,HINSDALE BANK & TRUST COMPANY N. A.,WILLOWBROOK,IL
071925444,WINTRUST BANK  NA,WILMETTE,IL
071925460,VILLAGE BANK & TRUST  N.A.,ARLINGTON HEIGHTS,IL
071925509,UNITED FIDELITY BANK  FSB,EVANSVILLE,IN
071925525,TIME BANK,PARK RIDGE,IL
071925538,BYLINE BANK,CHICAGO,IL
071925554,ILLINOIS BANK & TRUST ADO HTLF BANK,DUBUQUE,IA
071925567,LIBERTYVILLE BANK AND TRUST COMP  NA,LIBERTYVILLE,IL
071925596,INLAND BANK AND TRUST,OAK BROOK,IL
071925635,BYLINE BANK,CHICAGO,IL
071925651,BARRINGTON BANK AND TRUST,BARRINGTON,IL
071925680,NORTHSIDE COMMUNITY BANK,GURNEE,IL
071925693,1ST EQUITY BANK,SKOKIE,IL
071925716,FIFTH THIRD BANK,CINCINNATI,OH
071925758,PRAIRIE COMMUNITY BANK,MARENGO,IL
071925787,CRYSTAL LAKE BANK AND TRUST,CRYSTAL LAKE,IL
071925826,FIRST TRUST BANK OF ILLINOIS,BOURBONNAIS,IL
071925871,BYLINE BANK,CHICAGO,IL
071925884,PEOPLES BANK,MUNSTER,IN
071925923,OLD NATIONAL BANK,EVANSVILLE,IN
071925965,OLD NATIONAL BANK,EVANSVILLE,IN
071925981,EVERGREEN BANK GROUP,OAK BROOK,IL
071926016,FIRST AMERICAN BANK,ELK GROVE,IL
071926045,AMERICAN COMMUNITY BANK & TRUST,WOODSTOCK,IL
071926058,FIRST SECURE COMMUNITY BANK,SUGAR GROVE,IL
071926061,PROVIDENCE BANK & TRUST,DYER,IN
071926090,GRAND RIDGE NATIONAL BANK,GRAND RIDGE,IL
071926155,CORNERSTONE NATIONAL BK & TR CO,PALATINE,IL
071926184,NORTHBROOK BANK & TRUST COMP  NA,NORTHFIELD,IL
071926197,SCHAUMBURG BANK & TRUST COMPANY  NA,ITASCA,IL
071926210,INLAND BANK & TRUST,OAK BROOK,IL
071926249,SENB BANK,MOLINE,IL
071926252,FIFTH THIRD BANK,CINCINNATI,OH
071926281,AMERICAN EAGLE BANK,SOUTH ELGIN,IL
071926320,BMO HARRIS BANK N.A.,NAPERVILLE,IL
071926333,1ST EQUITY BANK,SKOKIE,IL
071926362,BUSEY BANK,CHAMPAIGN,IL
071926375,PROVIDENCE BANK & TRUST,DYER,IN
071926391,ILLINOIS BANK & TRUST ADO HTLF BANK,DUBUQUE,IA
071926430,ILLINOIS BANK & TRUST ADO HTLF BANK,DUBUQUE,IA
071926443,INTERNATIONAL BANK OF CHICAGO,CHICAGO,IL
071926456,REPUBLIC BK OF CHICAGO,OAK BROOK,IL
071926472,COVANTAGE CREDIT UNION,ANTIGO,WI
071926508,BYLINE BANK,CHICAGO,IL
071926511,PROVIDENCE BANK & TRUST,DYER,IN
071926553,CENTRUST BANK  N.A.,NORTHBROOK,IL
071926582,OLD PLANK TRAIL COMMUNITY BANK NA,MOKENA,IL
071926618,BYLINE BANK,CHICAGO,IL
071926634,TOWN CENTER BANK,FRANKFORT,IL
071926650,ST. CHARLES BANK & TRUST CO. N. A.,ST. CHARLES,IL
071926692,PEOPLEFIRST BANK,JOLIET,IL
071926731,MILLENNIUM BANK,DES PLAINES,IL
071926809,WOODFOREST NATIONAL BANK,ROCKFORD,IL
071926854,ADVIA CREDIT UNION,PARCHMENT,MI
071926867,OLD SECOND NATL BANK,AURORA,IL
071926870,BYLINE BANK,CHICAGO,IL
071926919,EVERGREEN BANK GROUP,OAK BROOK,IL
071927060,AMERICAN HEARTLAND BANK AND TRUST,SUGAR GROVE,IL
071927222,AMERICAN COMMUNITY BANK & TRUST,WOODSTOCK,IL
071927248,EVERGREEN BANK GROUP,OAK BROOK,IL
071927251,WEST TOWN BANK & TRUST,RALEIGH,NC
071974372,WACHOVIA BANK  N.A.,MINNEAPOLIS,MN
071974408,FIRST CITIZENS BANK & TRUST CO.,RALEIGH,NC
071974466,PEOPLES BANK,MUNSTER,IN
071974479,BEAL BANK,PLANO,TX
071974505,UNITED TRUST BANK,BRIDGEVIEW,IL
071974563,BANKFINANCIAL  NATIONAL ASSOCIATION,BURR RIDGE,IL
071993159,SERVICES CREDIT UNION,NAPERVILLE,IL
071993162,ABBOTT LABORATORIES EMPL C.U.,GURNEE,IL
071993214,ALLIED FIRST BANK,OSWEGO,IL
071993324,TECH CREDIT UNION,CROWN POINT,IN
072000096,COMERICA BANK,DETROIT,MI
072000326,JPMORGAN CHASE BANK  NA,TAMPA,FL
072000339,COMERICA BANK,DETROIT,MI
072000805,BANK OF AMERICA  NA,HENRICO,VA
072000915,PNC BANK  MICHIGAN,PITTSBURGH,PA
072001079,FIRST INDEPENDENCE BANK,DETROIT,MI
072400052,FIFTH THIRD BANK,CINCINNATI,OH
072400353,PNC BANK  NA,CLEVELAND,OH
072400421,PNC BANK  NA,CLEVELAND,OH
072400447,FIFTH THIRD BANK,CINCINNATI,OH
072400528,HUNTINGTON NATIONAL BANK,COLUMBUS,OH
072400670,PNC BANK  NA,CLEVELAND,OH
072401006,PNC BANK  NA,CLEVELAND,OH
072401048,KEY BANK,ALBANY,NY
072401064,COMERICA BANK,DETROIT,MI
072401404,FIFTH THIRD BANK,CINCINNATI,OH
072401514,PREMIER BANK,DEFIANCE,OH
072401585,PNC BANK  NA,CLEVELAND,OH
072401608,FIFTH THIRD BANK,CINCINNATI,OH
072401682,FIFTH THIRD BANK,CINCINNATI,OH
072401789,HUNTINGTON NATIONAL BANK,COLUMBUS,OH
072401831,FIFTH THIRD BANK,CINCINNATI,OH
072402034,FIFTH THIRD BANK,CINCINNATI,OH
072402076,CITIZENS BANK NA,RIVERSIDE,RI
072402115,FIFTH THIRD BANK,CINCINNATI,OH
072402157,FIRST MERCHANTS BANK,DALEVILLE,IN
072402199,PNC BANK  NA,CLEVELAND,OH
072402212,CITIZENS NATIONAL BANK,CHEBOYGAN,MI
072402283,SOUTHERN MICHIGAN BANK & TRUST,COLDWATER,MI
072402348,FIFTH THIRD BANK,CINCINNATI,OH
072402364,FIFTH THIRD BANK,CINCINNATI,OH
072402610,SOUTHERN MICHIGAN BANK & TRUST,COLDWATER,MI
072402652,INDEPENDENT BANK,BELDING,MI
072402665,MERCANTILE BANK,WYOMING,MI
072402694,COUNTY NATIONAL BANK,HILLSDALE,MI
072402704,FIFTH THIRD BANK,CINCINNATI,OH
072402788,FIFTH THIRD BANK,CINCINNATI,OH
072402856,FIRST FINANCIAL BANK,CINCINNATI,OH
072402869,HIGHPOINT COMMUNITY BANK,HASTINGS,MI
072403004,ISABELLA BANK,MOUNT PLEASANT,MI
072403046,CHOICEONE BANK,SPARTA,MI
072403211,MERCANTILE BANK,WYOMING,MI
072403350,THE STATE BANK,FENTON,MI
072403473,HUNTINGTON NATIONAL BANK,COLUMBUS,OH
072403554,COMMERCIAL BANK,ITHACA,MI
072403635,CHELSEA STATE BANK,CHELSEA,MI
072403677,COMMERCIAL BANK,ITHACA,MI
072403907,FIFTH THIRD BANK,CINCINNATI,OH
072403978,BLISSFIELD STATE BANK,BLISSFIELD,MI
072403994,HURON COMMUNITY BANK,EAST TAWAS,MI
